0;0;airport;p13-airport3-p2.sas;Multiple open lists A*+Wintelect Red-Black Tree Heap;Fast Forward heuristic;0;280;True;37;0;11.8053097345133;
0;0;freecell;probfreecell-2-1.sas;Multiple open lists A*+Wintelect Red-Black Tree Heap;Fast Forward heuristic;9;529;True;11;0;949.86925795053;
0;0;freecell;probfreecell-3-4.sas;Multiple open lists A*+Wintelect Red-Black Tree Heap;Fast Forward heuristic;5;2401;True;17;0;5716.06899350649;
0;0;airport;p06-airport2-p2.sas;Multiple open lists A*+Wintelect Red-Black Tree Heap;Fast Forward heuristic;0;366;True;41;0;19.5714285714286;
0;0;blocks;probBLOCKS-5-1.sas;Multiple open lists A*+Wintelect Red-Black Tree Heap;Fast Forward heuristic;0;398;True;10;0;19.6111111111111;
0;0;driverlog;pfile3.sas;Multiple open lists A*+Wintelect Red-Black Tree Heap;Fast Forward heuristic;0;804;True;12;0;10.3941441441441;
0;0;elevators-opt08-strips;p06.sas;Multiple open lists A*+Wintelect Red-Black Tree Heap;Fast Forward heuristic;960;1516793;True;87;0;370.247808558096;
0;0;freecell;probfreecell-2-2.sas;Multiple open lists A*+Wintelect Red-Black Tree Heap;Fast Forward heuristic;1;307;True;8;0;1228.0875;
0;0;airport;p07-airport2-p2.sas;Multiple open lists A*+Wintelect Red-Black Tree Heap;Fast Forward heuristic;0;351;True;41;0;16.841726618705;
0;0;blocks;probBLOCKS-5-2.sas;Multiple open lists A*+Wintelect Red-Black Tree Heap;Fast Forward heuristic;0;902;True;16;0;17.5287356321839;
0;0;driverlog;pfile4.sas;Multiple open lists A*+Wintelect Red-Black Tree Heap;Fast Forward heuristic;1;12017;True;17;0;12.6832955404384;
0;0;elevators-opt08-strips;p07.sas;Multiple open lists A*+Wintelect Red-Black Tree Heap;Fast Forward heuristic;52;100325;True;99;0;134.498233616081;
0;0;freecell;probfreecell-2-3.sas;Multiple open lists A*+Wintelect Red-Black Tree Heap;Fast Forward heuristic;0;216;True;9;0;651.625;
0;0;freecell;probfreecell-2-4.sas;Multiple open lists A*+Wintelect Red-Black Tree Heap;Fast Forward heuristic;0;258;True;8;0;230.684210526316;

